[],"[docker-compose.override.hygieia.yml.txt](https://github.com/Hygieia/Hygieia/files/3024625/docker-compose.override.hygieia.yml.txt)
[docker-compose.yml.txt](https://github.com/Hygieia/Hygieia/files/3024626/docker-compose.yml.txt)


Hi 
Today i have cloned latest code from github repo(### https://github.com/Hygieia/Hygieia). Before docker compose command, i just done one change in override file(### docker-compose-override.hygieia.yml

) i.e. added one collector(jenkins) environment details like below.
###   jenkins-build-collector:
      environment:
        - JENKINS_CRON= 0 * * * * *
        - JENKINS_MASTER= http://awszzzz.com:8080
        - JENKINS_USERNAME= admin
        - JENKINS_API_KEY=zzzz
and then ran a docker-compose build command(docker-compose up -d) to install,
but iam endup with below error. Can anyone please help on this.
Attached my docker yaml files above for reference. Thanks

[hygieia@awsawsxxx01 ~]$ git clone https://github.com/Hygieia/Hygieia.git
Cloning into 'Hygieia'...
remote: Enumerating objects: 29, done.
remote: Counting objects: 100% (29/29), done.
remote: Compressing objects: 100% (23/23), done.
remote: Total 40253 (delta 2), reused 14 (delta 1), pack-reused 40224
Receiving objects: 100% (40253/40253), 72.23 MiB | 7.09 MiB/s, done.
Resolving deltas: 100% (18137/18137), done.
[hygieia@awsxxx01 ~]$ ls
[hygieia@awsxxx01 ~]$ cd Hygieia/
[hygieia@awsxxx01 Hygieia]$ mv docker-compose.override.yml docker-compose.override.hygieia.yml
[hygieia@awsxxx01 Hygieia]$ nano docker-compose.override.hygieia.yml
[root@awsxxx01 Hygieia]# ll
drwxrwxr-x.  4 hygieia hygieia   117 Mar 29 16:55 api
drwxrwxr-x.  4 hygieia hygieia   120 Mar 29 16:55 api-audit
drwxrwxr-x.  2 hygieia hygieia    23 Mar 29 16:55 certs
-rw-rw-r--.  1 hygieia hygieia   553 Mar 29 16:55 CHANGELOG.md
-rw-rw-r--.  1 hygieia hygieia  7956 Mar 29 16:55 checkstyle.xml
-rw-rw-r--.  1 hygieia hygieia   903 Mar 29 16:55 circle.yml
drwxrwxr-x. 14 hygieia hygieia   221 Mar 29 16:55 collectors
drwxrwxr-x.  2 hygieia hygieia    62 Mar 29 16:55 db
-rw-rw-r--.  1 hygieia hygieia  1478 Mar 29 17:00 docker-compose.override.hygieia.yml
-rw-rw-r--.  1 hygieia hygieia  3745 Mar 29 16:55 docker-compose.yml
-rw-rw-r--.  1 hygieia hygieia   271 Mar 29 16:55 Dockerfile
-rw-rw-r--.  1 hygieia hygieia   146 Mar 29 16:55 features.md
-rw-rw-r--.  1 hygieia hygieia   146 Mar 29 16:55 Hygieia2.md
drwxrwxr-x.  3 hygieia hygieia   120 Mar 29 16:55 hygieia-jenkins-plugin
-rw-rw-r--.  1 hygieia hygieia  3457 Mar 29 16:55 hygieia.json
-rw-rw-r--.  1 hygieia hygieia 11357 Mar 29 16:55 LICENSE
-rw-rw-r--.  1 hygieia hygieia    36 Mar 29 16:55 MAINTAINERS
drwxrwxr-x.  3 hygieia hygieia    37 Mar 29 16:55 media
-rw-rw-r--.  1 hygieia hygieia   212 Mar 29 16:55 mongosrc.js
-rwxrwxr-x.  1 hygieia hygieia  7112 Mar 29 16:55 mvnw
-rw-rw-r--.  1 hygieia hygieia  5186 Mar 29 16:55 mvnw.cmd
-rw-rw-r--.  1 hygieia hygieia    27 Mar 29 16:55 package-lock.json
-rw-rw-r--.  1 hygieia hygieia  4113 Mar 29 16:55 pmd.xml
-rw-rw-r--.  1 hygieia hygieia 11126 Mar 29 16:55 pom.xml
-rw-rw-r--.  1 hygieia hygieia  4687 Mar 29 16:55 README.md
-rw-rw-r--.  1 hygieia hygieia   145 Mar 29 16:55 release.md
-rwxrwxr-x.  1 hygieia hygieia   231 Mar 29 16:55 rev-version.sh
-rw-rw-r--.  1 hygieia hygieia   143 Mar 29 16:55 Setup.md
drwxrwxr-x.  4 hygieia hygieia    34 Mar 29 16:55 test-servers
drwxrwxr-x.  2 hygieia hygieia    98 Mar 29 16:55 travis-utilities
drwxrwxr-x.  6 hygieia hygieia   187 Mar 29 16:55 UI
drwxrwxr-x.  3 hygieia hygieia   113 Mar 29 16:55 UI-protractor-tests
drwxrwxr-x.  3 hygieia hygieia   155 Mar 29 16:55 UI-tests
-rwxrwxr-x.  1 hygieia hygieia    87 Mar 29 16:55 wrap.sh

[root@awsxxx01 Hygieia]# **docker-compose up -d**
Creating network ""hygieia_default"" with the default driver
Creating volume ""hygieia_db-data"" with default driver
Creating volume ""hygieia_certs"" with default driver
Pulling db (mongo:latest)...
latest: Pulling from library/mongo
34667c7e4631: Already exists
d18d76a881a4: Already exists
119c7358fbfc: Already exists
2aaf13f3eff0: Already exists
f7833eaffdda: Pull complete
8287cb5b9daf: Pull complete
ea00040a145a: Pull complete
eeb70119a2ba: Pull complete
066b6bd644f8: Pull complete
17862d4a3122: Pull complete
1cdcc815e975: Pull complete
73e0e2953af7: Pull complete
f719605a4369: Pull complete
Digest: sha256:07b8ccd32d40f47892ff5d074626cb9a866f49742658ce872dd1095cb51d9264
Status: Downloaded newer image for mongo:latest
Building db-setup
Step 1/6 : FROM mongo:latest
 ---> 0d183f48c313
Step 2/6 : ADD db-setup.sh /tmp/db-setup.sh
 ---> 681dc3cc5b28
Step 3/6 : ADD db-setup.js /tmp/db-setup.js
 ---> 8532d0b0f342
Step 4/6 : RUN chmod +x /tmp/db-setup.sh
 ---> Running in ea0944f063cb
Removing intermediate container ea0944f063cb
 ---> 40d519ced14f
Step 5/6 : RUN chmod +x /tmp/db-setup.js
 ---> Running in e7983893f54c
Removing intermediate container e7983893f54c
 ---> 4c7d5020a136
Step 6/6 : CMD [""/tmp/db-setup.sh""]
 ---> Running in 74ed6a729d50
Removing intermediate container 74ed6a729d50
 ---> c7e2d82fb3dc
Successfully built c7e2d82fb3dc
Successfully tagged hygieia_db-setup:latest
WARNING: Image for service db-setup was built because it did not already exist. To rebuild this image you must use `docker-compose build` or `docker-compose up --build`.
Building api
Step 1/9 : FROM openjdk:8-jre
8-jre: Pulling from library/openjdk
e79bb959ec00: Pull complete
d4b7902036fe: Pull complete
1b2a72d4e030: Pull complete
de423484a946: Pull complete
ceaac3b844f7: Pull complete
88f01b722a52: Pull complete
c23be56a9ac1: Pull complete
Digest: sha256:e69c4d4ab747eba05dd839d8a23eb42afe6491e14c10fb4e4119263bca74d525
Status: Downloaded newer image for openjdk:8-jre
 ---> d55d64383c12
Step 2/9 : VOLUME [""/hygieia/logs""]
 ---> Running in 3bef1f24c853
Removing intermediate container 3bef1f24c853
 ---> 0bab874fc9b6
Step 3/9 : RUN mkdir /hygieia/config
 ---> Running in 08d8cc4ff2f8
Removing intermediate container 08d8cc4ff2f8
 ---> 207fc7f992f7
Step 4/9 : EXPOSE 8080
 ---> Running in 3775ed8e0a26
Removing intermediate container 3775ed8e0a26
 ---> d51d46d84761
Step 5/9 : ENV PROP_FILE /hygieia/config/application.properties
 ---> Running in dc4ba4dfdeba
Removing intermediate container dc4ba4dfdeba
 ---> 7002f3dfabaa
Step 6/9 : WORKDIR /hygieia
 ---> Running in ccfc5226e307
Removing intermediate container ccfc5226e307
 ---> 6dda748ba749
**Step 7/9 : COPY target/*.jar /hygieia
ERROR: Service 'api' failed to build: COPY failed: no source files were specified**
[root@awsxxx01 Hygieia]#
",427187335,2805,Issue when installing hygieia with docker-compose,2019-03-29 21:36:12,2019-03-30 04:34:36,closed,1,arunmk108,"478206267 Got the point. We needs to build the code first and create the jar files before running the docker-compose file. Rest of the things, compose file will take care.
![image](https://user-images.githubusercontent.com/28533803/55271401-83aeae00-5282-11e9-9356-0585b8f7337f.png)
![image](https://user-images.githubusercontent.com/28533803/55271413-b3f64c80-5282-11e9-8db1-d734608b373d.png)

from: arun mulka arunmk108
"
[],"Hi Team,
i am trying to create a docker image and deploy in cloud as a POC , hence i am looking for a way to test the dashboard locally once i deploy the docker image.
we have this command to test locally --> gulp serve --local true
but for docker we will be executing the command --> docker run -t -p 8088:80 --link hygieia-api -i hygieia-ui:latest

can anyone please let me know how to use test data for UI when API/UI/DB are containerized.

Regards,
vishal ",426809963,2804,how to test UI locally for docker,2019-03-29 04:20:57,2019-06-24 16:49:44,open,16,vishalbisa,"504892573 @vishalbisa Are you using separate mongo service in kubernetes and created dashboarddb in it.
Can you please share some steps which you followed to perform the deployment of hygieia on kubernetes as we are facing issues while deploying on kubernetes. rabindersethi
504970256 Yes I am using separate mongo service and post that I have done a ssh inside the container and created the dashboarddb.
Another method is you need to build and create a docker image from the source code which has the script which creates the dashboard db.

You can choose any of these methods vishalbisa
504998144 @vishalbisa Myself and rabindersethi are working together on this.

As you have mentioned above to use **docker run -t -p 8088:80 --link hygieia-api -i hygieia-ui:latest** to have UI running. 
Per your pervious comment, we have done the same, have separate service for mongo but we still have DB connectivity issue. We took one collector to start with, but none of API, UI and Jenkins aren't working. 

We have created YAMLs to create deployment and service in kubernetes. Could you please share the steps you followed or how you have done the deployment in Kubernetes.  ekta-thakur
505033694 As I said it would be better if we have a screen share session , but I have deployed it manually and not worked on YAMLs to create deployment vishalbisa
505090600 To add above point after deployment of mongo.. expose the service and take the IP address and port no and put it in application.properties file for API n COLLECTOR.
It should work then  vishalbisa
479323971 @tabladrum can you please help here vishalbisa
497412479 @Sbrenthughes can you please help here also vishalbisa
497755203 @vishalbisa I am not familiar with loading test data to hygieia. I will try read up but will likely be sometime before I can respond back about it. Sbrenthughes
497799363 Thanks @Sbrenthughes  apologies for adding another issue, i am trying to use jenkins collector with open source jenkins ( https://ci.jenkins.io ), i am getting the error as MONGO_PORT is not defined attached below screenshot, also attached my properties-buildler.sh file.
i am not sure from where these parameters are fetching as i dont see those in my properties file.

![image](https://user-images.githubusercontent.com/16570454/58724123-6a002300-83f9-11e9-8fdd-01dbfdc41d6a.png)

[jenkins.txt](https://github.com/Hygieia/Hygieia/files/3242305/jenkins.txt)

Thanks in advance vishalbisa
504017369 @vishalbisa Were you able to fix this issue?
I updated collectors>build>jenkins>docker>properties-builder.sh as below and MONGO_PORT error was resolved;

_MONGO_PORT=tcp://db:27017
if [ ""$MONGO_PORT"" != """" ]; then_

As I am also working on similar POC to deploy Hygieia on kubernetes cluster. were you able to bring UI up?

 I am getting error for UI container:
**host not found in upstream ""api"" in /etc/nginx/conf.d/default.conf:26** ekta-thakur
504121387 @ekta yes I was able to resolve the issue and my POC is completed by setting up one widget SCM using GitHub.

To troubleshoot the issue please let me know so that we can have a screen share session so that I can fix it faster  vishalbisa
504279894 Hi @vishalbisa I will be available today during 10:30 AM - 4:00 PM. please let me know your availability. 
 ekta-thakur
504390136 Hi @ekta-thakur currently I am free now if possible let me know if we can have a look at the issue  vishalbisa
504391839 @vishalbisa sure, how do I contact you? skype id? ekta-thakur
504395026 Hangouts or any Webex Link so that I can join  vishalbisa
504397326 Can you try connecting to sudhanshu.srivastava17@gmail.com over hangouts? ekta-thakur
504892573 @vishalbisa Are you using separate mongo service in kubernetes and created dashboarddb in it.
Can you please share some steps which you followed to perform the deployment of hygieia on kubernetes as we are facing issues while deploying on kubernetes. rabindersethi
504970256 Yes I am using separate mongo service and post that I have done a ssh inside the container and created the dashboarddb.
Another method is you need to build and create a docker image from the source code which has the script which creates the dashboard db.

You can choose any of these methods vishalbisa
504998144 @vishalbisa Myself and rabindersethi are working together on this.

As you have mentioned above to use **docker run -t -p 8088:80 --link hygieia-api -i hygieia-ui:latest** to have UI running. 
Per your pervious comment, we have done the same, have separate service for mongo but we still have DB connectivity issue. We took one collector to start with, but none of API, UI and Jenkins aren't working. 

We have created YAMLs to create deployment and service in kubernetes. Could you please share the steps you followed or how you have done the deployment in Kubernetes.  ekta-thakur
505033694 As I said it would be better if we have a screen share session , but I have deployed it manually and not worked on YAMLs to create deployment vishalbisa
505090600 To add above point after deployment of mongo.. expose the service and take the IP address and port no and put it in application.properties file for API n COLLECTOR.
It should work then  vishalbisa
"
[],"while running docker-compose up, all the container creation is getting exited with error 
sonar-codequality-collector_1      | /bin/sh: 1: ./properties-builder.sh: Permission denied
appdynamics-collector_1            | /bin/sh: 1: ./properties-builder.sh: Permission denied
gitlab-scm-collector_1             | /bin/sh: 1: ./properties-builder.sh: Permission denied
artifactory-artifact-collector_1   | /bin/sh: 1: ./properties-builder.sh: Permission denied
hygieia-app_appdynamics-collector_1 exited with code 126
hygieia-app_sonar-codequality-collector_1 exited with code 126
hygieia-app_gitlab-scm-collector_1 exited with code 126
hygieia-app_artifactory-artifact-collector_1 exited with code 126
nexus-iq-collector_1               | /bin/sh: 1: ./properties-builder.sh: Permission denied
hygieia-app_nexus-iq-collector_1 exited with code 126
jenkins-codequality-collector_1    | /bin/sh: 1: ./properties-builder.sh: Permission denied
hygieia-app_jenkins-codequality-collector_1 exited with code 126
udeploy-collector_1                | /bin/sh: 1: ./properties-builder.sh: Permission denied
bamboo-build-collector_1           | /bin/sh: 1: ./properties-builder.sh: Permission denied
hygieia-app_udeploy-collector_1 exited with code 126
hygieia-app_bamboo-build-collector_1 exited with code 126
subversion-collector_1             | /bin/sh: 1: ./properties-builder.sh: Permission denied
hygieia-app_subversion-collector_1 exited with code 126
versionone-collector_1             | /bin/sh: 1: ./properties-builder.sh: Permission denied
hygieia-app_versionone-collector_1 exited with code 126
score-collector_1                  | /bin/sh: 1: ./properties-builder.sh: Permission denied
hygieia-app_score-collector_1 exited with code 126
gitlab-feature-collector_1         | /bin/sh: 1: ./properties-builder.sh: Permission denied
hygieia-app_gitlab-feature-collector_1 exited with code 126
bitbucket-collector_1              | /bin/sh: 1: ./properties-builder.sh: Permission denied
hygieia-app_bitbucket-collector_1 exited with code 126
github-graphql-collector_1         | /bin/sh: 1: ./properties-builder.sh: Permission denied
jenkins-build-collector_1          | /bin/sh: 1: ./properties-builder.sh: Permission denied
hygieia-app_github-graphql-collector_1 exited with code 126
hygieia-app_jenkins-build-collector_1 exited with code 126
chat-ops-collector_1               | /bin/sh: 1: ./properties-builder.sh: Permission denied
jira-collector_1                   | /bin/sh: 1: ./properties-builder.sh: Permission denied
hygieia-app_chat-ops-collector_1 exited with code 126
github-collector_1                 | /bin/sh: 1: ./properties-builder.sh: Permission denied
hygieia-app_jira-collector_1 exited with code 126
hygieia-app_github-collector_1 exited with code 126
xldeploy-collector_1               | /bin/sh: 1: ./properties-builder.sh: Permission denied
jenkins-cucumber-test-collector_1  | /bin/sh: 1: ./properties-builder.sh: Permission denied
hygieia-app_xldeploy-collector_1 exited with code 126
hygieia-app_jenkins-cucumber-test-collector_1 exited with code 126
hpsm-cmdb-collector_1              | /bin/sh: 1: ./properties-builder.sh: Permission denied
api_1                              | /bin/sh: 1: ./properties-builder.sh: Permission denied
hygieia-app_hpsm-cmdb-collector_1 exited with code 126
hygieia-app_api_1 exited with code 126
",426788049,2803,docker containers exited with code 126,2019-03-29 02:32:12,2019-06-20 15:53:59,closed,2,guruprasadsane,"479541943 Fixed it by making changes to Dockerfile. closing. guruprasadsane
504081551 Hi @guruprasadsane,

Do you mind sharing what changes you made to Dockerfile? I'm having a similar issue and I'm not sure what to fix. Thanks! JFDonaghy
"
[],This PR is created to enhance AppSec audit api url enhanced with application and component names.,426198700,2802,AppSec audit api url enhancement,2019-03-27 21:48:03,2019-03-28 13:46:45,closed,1,nameisaravind,"477601550 Closing for now due to design change. nameisaravind
"
[],"facing some issues while trying to get the udeploy collector integrated with the dashboard.I am able to see the apps being pulled from udeploy in the logs but the same isn't reflecting in the widget on the dashboard.

We already have a working setup for Jenkins where we are able to view the builds on the build widget but we are facing issues while trying to get that working for udeploy and Bitbucket(public repo)


[udeploy_prop.txt](https://github.com/Hygieia/Hygieia/files/3013341/udeploy_prop.txt)
[udeploy-collector.log](https://github.com/Hygieia/Hygieia/files/3013335/udeploy-collector.log)



",425959445,2801,udeploy collector,2019-03-27 13:27:20,2019-03-29 16:34:01,closed,9,HarshitMit,"477517672 I am facing the same problem. which udeploy version are you trying to get data from? I have seen that the requests that are made to udeploy return no results, maybe the API changed from 6.x to 7.x? cahi
477577051 @cahi  Well, I'm able to fetch the data from udeploy to the mongodb instance but am unable to get that data in the udeploy widget on the dashboard.

we are using 6.2.1 version of udeploy.  HarshitMit
477583948 @HarshitMit check out https://github.com/Hygieia/Hygieia/issues/2773. Changing the port it is running on could cause it to place it in the right mongo db. Sbrenthughes
477595507 @Sbrenthughes  I am not sure if the data from udeploy is being pushed in the right table in mongodb but I do see the data from udeploy being present in mongodb when I run **db.collector_items.find()**

{ ""_id"" : ObjectId(""dk12371e""), ""_class"" : ""com.capitalone.dashboard.model.UDeployApplication"", ""description"" : ""XXXXX"", ""enabled"" : false, ""errors"" : [ ], ""pushed"" : false, ""collectorId"" : ObjectId(""5c52ff606a866d1dfaa8d4b6""), ""lastUpdated"" : NumberLong(0), ""options"" : { ""applicationId"" : ""837fae26-314d-4c97-9cea-e6f7376ebfd7"", ""applicationName"" : ""xmmdnyz"", ""instanceUrl"" : ""https://udeploy.XXXXXXX"" } }
{ ""_id"" : ObjectId(""255f571f""), ""_class"" : ""com.capitalone.dashboard.model.UDeployApplication"", ""description"" : ""xxxxx"", ""enabled"" : false, ""errors"" : [ ], ""pushed"" : false, ""collectorId"" : ObjectId(""5c52ff606a866d1dfaa8d4b6""), ""lastUpdated"" : NumberLong(0), ""options"" : { ""applicationId"" : ""192093e5-5466-4457-8d70-25a82cc3361e"", ""applicationName"" : ""lmnkjsabf"", ""instanceUrl"" : ""https://udeploy.XXXXXXX"" } }
{ ""_id"" : ObjectId(""255f5720""), ""_class"" : ""com.capitalone.dashboard.model.UDeployApplication"", ""description"" : ""XXX"", ""enabled"" : false, ""errors"" : [ ], ""pushed"" : false, ""collectorId"" : ObjectId(""5c52ff606a866d1dfaa8d4b6""), ""lastUpdated"" : NumberLong(0), ""options"" : { ""applicationId"" : ""b19569f7-c0d9-453c-8e38-7810c9a27207"", ""applicationName"" : """", ""instanceUrl"" : ""https://udeploy.XXXXXXX"" } }

But, I'll still take a look at #2773 and check with @ansha1 to get more insight on the issue.





 HarshitMit
478064922 Finally it's working now. Checked out the latest api code changes and that kinda seems to have fixed the issue.  HarshitMit
477225319 @Sbrenthughes Can you please take a look.  HarshitMit
477228136 Is this a local deployment? 
If this is local can you comment out `dbreplicaset=false`
and `dbhostport=localhost:27017,127.0.0.1:27017` 
 Sbrenthughes
477277064 @Sbrenthughes no, this is not a local deployment. I'm trying to connect it to the udeploy dev instance of my organization.

I tried commenting out the above mentioned properties but still the same issue 

![image](https://user-images.githubusercontent.com/48964639/55099894-95f3e500-50e6-11e9-9af7-e29b8d34f863.png)

 HarshitMit
477287160 @Sbrenthughes 
Now  I can see some of the udeploy applications being listed  in mongodb when I give db.collector_items.find() but still these applications aren't reflecting in the dashboard.
 HarshitMit
477517672 I am facing the same problem. which udeploy version are you trying to get data from? I have seen that the requests that are made to udeploy return no results, maybe the API changed from 6.x to 7.x? cahi
477577051 @cahi  Well, I'm able to fetch the data from udeploy to the mongodb instance but am unable to get that data in the udeploy widget on the dashboard.

we are using 6.2.1 version of udeploy.  HarshitMit
477583948 @HarshitMit check out https://github.com/Hygieia/Hygieia/issues/2773. Changing the port it is running on could cause it to place it in the right mongo db. Sbrenthughes
477595507 @Sbrenthughes  I am not sure if the data from udeploy is being pushed in the right table in mongodb but I do see the data from udeploy being present in mongodb when I run **db.collector_items.find()**

{ ""_id"" : ObjectId(""dk12371e""), ""_class"" : ""com.capitalone.dashboard.model.UDeployApplication"", ""description"" : ""XXXXX"", ""enabled"" : false, ""errors"" : [ ], ""pushed"" : false, ""collectorId"" : ObjectId(""5c52ff606a866d1dfaa8d4b6""), ""lastUpdated"" : NumberLong(0), ""options"" : { ""applicationId"" : ""837fae26-314d-4c97-9cea-e6f7376ebfd7"", ""applicationName"" : ""xmmdnyz"", ""instanceUrl"" : ""https://udeploy.XXXXXXX"" } }
{ ""_id"" : ObjectId(""255f571f""), ""_class"" : ""com.capitalone.dashboard.model.UDeployApplication"", ""description"" : ""xxxxx"", ""enabled"" : false, ""errors"" : [ ], ""pushed"" : false, ""collectorId"" : ObjectId(""5c52ff606a866d1dfaa8d4b6""), ""lastUpdated"" : NumberLong(0), ""options"" : { ""applicationId"" : ""192093e5-5466-4457-8d70-25a82cc3361e"", ""applicationName"" : ""lmnkjsabf"", ""instanceUrl"" : ""https://udeploy.XXXXXXX"" } }
{ ""_id"" : ObjectId(""255f5720""), ""_class"" : ""com.capitalone.dashboard.model.UDeployApplication"", ""description"" : ""XXX"", ""enabled"" : false, ""errors"" : [ ], ""pushed"" : false, ""collectorId"" : ObjectId(""5c52ff606a866d1dfaa8d4b6""), ""lastUpdated"" : NumberLong(0), ""options"" : { ""applicationId"" : ""b19569f7-c0d9-453c-8e38-7810c9a27207"", ""applicationName"" : """", ""instanceUrl"" : ""https://udeploy.XXXXXXX"" } }

But, I'll still take a look at #2773 and check with @ansha1 to get more insight on the issue.





 HarshitMit
478064922 Finally it's working now. Checked out the latest api code changes and that kinda seems to have fixed the issue.  HarshitMit
"
[],,425938677,2800,udeploy not writing to mongodb,2019-03-27 12:44:11,2019-03-27 13:41:17,closed,2,HarshitMit,"477146488 @HarshitMit typically we ask that you paste your properties file, any errors that are in the logs and any steps you've tried to resolve this. Simply creating a blank issue doesn't help us to help you. Sbrenthughes
477159577  Please find more details in issue #2801 HarshitMit
"
[],"Note a PR in core is also required for this to work.

Adds support in jenkins test publisher to support more formats than just cucumber",425156646,2799,getting publisher working with different types (json only),2019-03-25 23:15:08,2019-04-18 19:02:36,closed,5,stevegal,"476416043 Note this requires an update in the core in order to build. Not sure how these types of changes can work now things have split.

Also, The UI build was failing locally with a missing dependency and I had to manually do an npm install in that project. stevegal
476416592 requires https://github.com/Hygieia/hygieia-core/pull/56 stevegal
484564886 @rvema can you do a quick review here? Sbrenthughes
484583827 No jelly file changes required as it discovers the type from the given input stevegal
484617851 @stevegal can you update the version of hygieia-core? the build for Hygieia needs to be fixed rvema
"
[],,425004339,2798,Extra semicolon,2019-03-25 16:41:32,2019-03-25 22:11:36,closed,0,GabeStep,
[],,423799782,2797,Updating Documentation for adding proxy,2019-03-21 15:43:04,2019-03-21 16:44:40,closed,0,Sbrenthughes,
[],,423774585,2796,Fixes issue for publishing tests with post build step,2019-03-21 14:57:53,2019-05-08 18:02:58,closed,0,Sbrenthughes,
