[],"Hi ,
I have tried to configure the bitbucket collector in hygieia .i am facing the following issues.

![image](https://user-images.githubusercontent.com/53294106/61857289-79738800-aee1-11e9-993e-53c5e6cec316.png)

application.properties:

dbname=dashboarddb

		# Database HostName - default is localhost
		dbhost=localhost

		# Database Port - default is 27017
		dbport=27017

		# MongoDB replicaset
		dbreplicaset=false
		dbhostport=localhost:27017

		# Database Username - default is blank
		dbusername=dashboarduser

		# Database Password - default is blank
		dbpassword=dbpassword

		# Logging File location
		logging.file=./logs/bitbucket.log

		# Collector schedule (required)
		git.cron=0 0/1 * * * *

		# Mandatory parameters
		git.host=mybitbucketrepo.com/
		git.api=/rest/api/1.0/

		# Maximum number of days to go back in time when fetching commits
		git.commitThresholdDays=15
      logging.level.com.capitalone.dashboard=DEBUG
     logging.level.com.capitalone.dashboard.collector=DEBUG
		# Page size for rest calls
		#   Only applicable to Bitbucket Server.
		#   Only applicable to Bitbucket Cloud.
		git.pageSize=25

		# Bitbucket product
		#   Set to 'cloud' to use Bitbucket Cloud (formerly known as Bitbucket)
		#   Set to 'server' to use Bitbucket Server (formerly known as Stash)
		#   More information can be found here:	
		https://github.com/capitalone/Hygieia/issues/609
		git.product=server
		
		# Bitbucket key for private repos
		

		git.key=fM0sYnrWPYxozSNuMX9dcwhhJtkOKkNz
		bitbucket.key=fM0sYnrWPYxozSNuMX9dcwhhJtkOKkNz
",472725210,3068,Unable to fetch data from bitbucket collector,2019-07-25 08:11:07,2019-07-25 10:05:48,open,4,Thirumaran2011,,"514954284 @cgorshing or @shishirchaturvedi Any thoughts? rvema
514955895 It appears that the collector is not capable of handling redirects.  rvema
514962780 @rvema for this issue did i need to  change in collector code or application.properties Thirumaran2011
514983438 can someone help on this issue Thirumaran2011
"
[],"- Fix for Intermittent Test failures with bitbucket collector.
- Fix for snapshot deploy issues with Travis
- Incremented the version of UI to 3.0.3-SNAPSHOT
- Centralize the version of hygieia-core within Hygieia
- Incremented the javadoc version for Hygieia",472427674,3067,Fixes for Intermittent Build Failures.,2019-07-24 18:20:34,2019-07-24 19:00:56,closed,0,rvema,,
[],"Problem:
When configuring the Repo Widget, the credentials options should be optional as stated. When credentials are not passed the collector throws a null pointer exception.

Solution:
Update collector to fix null pointer when credentials are not provided. ",472311970,3066,BitBucket Collector - Null Pointer Pointer Exception ,2019-07-24 14:20:36,2019-07-24 14:24:49,open,0,Sbrenthughes," LabelName= bug
 LabelName= help wanted
",
[],"Can someone help me with the below error
2019-07-22 17:05:01,018 [taskScheduler-1] ERROR c.c.d.collector.SCMHttpRestClient - Cannot decrypt this message
Null input buffer
2019-07-22 17:05:01,048 [taskScheduler-1] ERROR o.s.s.s.TaskUtils$LoggingErrorHandler - Unexpected error occurred in scheduled task.
org.springframework.web.client.HttpClientErrorException: 401 null
at org.springframework.web.client.DefaultResponseErrorHandler.handleError(DefaultResponseErrorHandler.java:91) ~[spring-web-4.2.5.RELEASE.jar!/:4.2.5.RELEASE]
at org.springframework.web.client.RestTemplate.handleResponse(RestTemplate.java:641) ~[spring-web-4.2.5.RELEASE.jar!/:4.2.5.RELEASE]
at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:597) ~[spring-web-4.2.5.RELEASE.jar!/:4.2.5.RELEASE]
at org.springframework.web.client.RestTemplate.execute(RestTemplate.java:572) ~[spring-web-4.2.5.RELEASE.jar!/:4.2.5.RELEASE]
at org.springframework.web.client.RestTemplate.exchange(RestTemplate.java:493) ~[spring-web-4.2.5.RELEASE.jar!/:4.2.5.RELEASE]
at com.capitalone.dashboard.collector.SCMHttpRestClient.makeRestCall(SCMHttpRestClient.java:48) ~[bitbucket-scm-collector-3.0.2-SNAPSHOT.jar!/:3.0.2-SNAPSHOT]
at com.capitalone.dashboard.collector.PullRequestCollector.getPullRequests(PullRequestCollector.java:95) ~[bitbucket-scm-collector-3.0.2-SNAPSHOT.jar!/:3.0.2-SNAPSHOT]
at com.capitalone.dashboard.collector.GitCollectorTask.collect(GitCollectorTask.java:182) ~[bitbucket-scm-collector-3.0.2-SNAPSHOT.jar!/:3.0.2-SNAPSHOT]
at com.capitalone.dashboard.collector.CollectorTask.run(CollectorTask.java:63) ~[core-3.0.4.jar!/:3.0.2-SNAPSHOT]
at org.springframework.scheduling.support.DelegatingErrorHandlingRunnable.run(DelegatingErrorHandlingRunnable.java:54) ~[spring-context-4.2.5.RELEASE.jar!/:4.2.5.RELEASE]
at org.springframework.scheduling.concurrent.ReschedulingRunnable.run(ReschedulingRunnable.java:81) [spring-context-4.2.5.RELEASE.jar!/:4.2.5.RELEASE]
at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:511) [na:1.8.0]
at java.util.concurrent.FutureTask.run(FutureTask.java:266) [na:1.8.0]
at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$201(ScheduledThreadPoolExecutor.java:180) [na:1.8.0]
at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:293) [na:1.8.0]
at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142) [na:1.8.0]
at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617) [na:1.8.0]
at java.lang.Thread.run(Thread.java:744) [na:1.8.0]
2019-07-22 17:06:58,411 [pool-3-thread-1] INFO org.mongodb.driver.connection - Closed connection [connectionId{localValue:6, serverValue:50}] to localhost:27017 because it is past its maximum allowed idle time.

my property file is as below

dbname=dbuser
dbhost=localhost
dbport=27017
dbusername=xxxxxx
dbpassword=xxxxxx
git.cron=0 0/5 
git.host=https://bitbucket:4297/

git.api=/api/2.0/repositories/
git.api=/rest/api/1.0/
git.commitThresholdDays=15
git.pageSize=25
git.product=server
git.key=Ht8dhdmdlcodfgdbydbdmMTMOyXUzREvbpG
key=Ht8dhdmdlcodfgdbydbdmMTMOyXUzREvbpG
bitbucket.key=Ht8dhdmdlcodfgdbydbdmMTMOyXUzREvbpG
logging.level.com.capitalone.dashboard=DEBUG
logging.level.com.capitalone.dashboard.collector=DEBUG
logging.level.com.atlassian.git=INFO

I am unable to get data from bitbucket at all
2019-07-22 17:00:00,113 [taskScheduler-1] ERROR c.c.d.collector.SCMHttpRestClient - Cannot decrypt this message
Null input buffer
2019-07-22 17:00:00,171 [taskScheduler-1] ERROR c.c.d.c.DefaultBitbucketServerClient - Failed to obtain commits from
https:URLXXXXXXXX/commits?until=refs%2Fheads%2Fmaster&limit=25
org.springframework.web.client.HttpClientErrorException: 401 null",471809832,3065,hygieia -bitbucket connectivity issue,2019-07-23 16:50:29,2019-07-24 18:21:20,open,15,abhinay8,,"514731110 And when I am passing the url with .git extension, apiUrl builder is building it with concatenating, /projects & /repos, however it is adding time with format ""%tFT%<tRZ"", which is throwing a page not found error 404,   shabbir1679
514732300 The other thing I would like to notify is, 
String queryUrl = apiUrl.concat(""/commits?sha="" + repo.getBranch()
				+ ""&since="" + thisMoment);

in this piece of code the &since should be &changessince, 
when I looked at the bitbucket api, that is what is looking for, if it is just &since it is not returning any commits, if it is &changessince then it is returning all the commits on the browser. shabbir1679
514741303 Please feel free to submit a PR for those changes.  Sbrenthughes
514744078 @Sbrenthughes how do I connect with you on gitter.im ? shabbir1679
514744265 I mean when can you be available on gitter.im ? shabbir1679
514320909 Hey,
I think you need to generate the token from the hygieia-core and then use it here. You collector is not able to decrypt. Try looking for how to setup private repos in hygieia. adhish70
514330464 I did that and still see the same issue. abhinay8
514359373 @abhinay8 facing the same issue, 
[taskScheduler-1] ERROR c.c.d.collector.SCMHttpRestClient - Cannot decrypt this message
Null input buffer
2019-07-23 19:46:10,462 [taskScheduler-1] ERROR o.s.s.s.TaskUtils$LoggingErrorHandler - Unexpected error occurred in scheduled task.
org.springframework.web.client.HttpClientErrorException: 401 null
        at org.springframework.web.client.DefaultResponseErrorHandler.handleError(DefaultResponseErrorHandler.java:91) ~[spring-web-4.2.5.RELEASE.jar!/:4.2.5.RELEASE]
        at org.springframework.web.client.RestTemplate.handleResponse(RestTemplate.java:641) ~[spring-web-4.2.5.RELEASE.jar!/:4.2.5.RELEASE]
        at org.springframework.web.client.RestTemplate.doExecute(RestTemplate.java:597) ~[spring-web-4.2.5.RELEASE.jar!/:4.2.5.RELEASE]
        at org.springframework.web.client.RestTemplate.execute(RestTemplate.java:572) ~[spring-web-4.2.5.RELEASE.jar!/:4.2.5.RELEASE]
        at org.springframework.web.client.RestTemplate.exchange(RestTemplate.java:493) ~[spring-web-4.2.5.RELEASE.jar!/:4.2.5.RELEASE]
        at com.capitalone.dashboard.collector.SCMHttpRestClient.makeRestCall(SCMHttpRestClient.java:48) ~[bitbucket-scm-collector-3.0.2-SNAPSHOT.jar!/:3.0.2-SNAPSHOT]
        at com.capitalone.dashboard.collector.PullRequestCollector.getPullRequests(PullRequestCollector.java:95) ~[bitbucket-scm-collector-3.0.2-SNAPSHOT.jar!/:3.0.2-SNAPSHOT]
        at com.capitalone.dashboard.collector.GitCollectorTask.collect(GitCollectorTask.java:182) ~[bitbucket-scm-collector-3.0.2-SNAPSHOT.jar!/:3.0.2-SNAPSHOT]
        at com.capitalone.dashboard.collector.CollectorTask.run(CollectorTask.java:63) ~[core-3.0.4.jar!/:3.0.2-SNAPSHOT]
        at org.springframework.scheduling.support.DelegatingErrorHandlingRunnable.run(DelegatingErrorHandlingRunnable.java:54) ~[spring-context-4.2.5.RELEASE.jar!/:4.2.5.RELEASE]
        at org.springframework.scheduling.concurrent.ReschedulingRunnable.run(ReschedulingRunnable.java:81) [spring-context-4.2.5.RELEASE.jar!/:4.2.5.RELEASE]
        at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:511) [na:1.8.0_212]
        at java.util.concurrent.FutureTask.run(FutureTask.java:266) [na:1.8.0_212]
        at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$201(ScheduledThreadPoolExecutor.java:180) [na:1.8.0_212]
        at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:293) [na:1.8.0_212]
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149) [na:1.8.0_212]
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624) [na:1.8.0_212]
        at java.lang.Thread.run(Thread.java:748) [na:1.8.0_212]

 shabbir1679
514360408 In the above error I see (CollectorTask.java:63) ~[core-3.0.4.jar!/:3.0.2-SNAPSHOT],

If it's referring to hygieia-core then the version of hygieia-core I have is core-3.1.3-SNAPSHOT.jar,

I am not sure if it will effect the api which is build on previous version of hygieia-core, I am confused shabbir1679
514380643 And why does Bitbucket collector has a reference to hygieia-core 3.0.4 rather than 3.1.3 ? shabbir1679
514380719 ![Screen Shot 2019-07-23 at 4 55 07 PM](https://user-images.githubusercontent.com/19914867/61746939-d00a8600-ad6a-11e9-94bd-4c714b9516cd.png)
 shabbir1679
514638388 If you see here `at com.capitalone.dashboard.collector.SCMHttpRestClient.makeRestCall` the error is occurring in the SCMHttpRestClient class not the core. Have you tried passing in the username and password via the Repo widget configuration? I get the same error when not passing values from the UI. It should probably be fixed to not require credentials.  Sbrenthughes
514654139 I have created an issue specifically for the null pointer fix. https://github.com/Hygieia/Hygieia/issues/3066 Sbrenthughes
514708077 I have configured bitbucket login credentials under general Configurations tab in settings, I am fetching data from a public repository, that is the reason, I have not included credentials for a private repo, which in the widget configuration is being asked, please correct me if I am wrong, Thanks. shabbir1679
514728562 So this error only happens when you don't have credentials in either place. If you have one or the other it will work.   Sbrenthughes
514731110 And when I am passing the url with .git extension, apiUrl builder is building it with concatenating, /projects & /repos, however it is adding time with format ""%tFT%<tRZ"", which is throwing a page not found error 404,   shabbir1679
514732300 The other thing I would like to notify is, 
String queryUrl = apiUrl.concat(""/commits?sha="" + repo.getBranch()
				+ ""&since="" + thisMoment);

in this piece of code the &since should be &changessince, 
when I looked at the bitbucket api, that is what is looking for, if it is just &since it is not returning any commits, if it is &changessince then it is returning all the commits on the browser. shabbir1679
514741303 Please feel free to submit a PR for those changes.  Sbrenthughes
514744078 @Sbrenthughes how do I connect with you on gitter.im ? shabbir1679
514744265 I mean when can you be available on gitter.im ? shabbir1679
"
[],"<img width=""1212"" alt=""Screen Shot 2019-07-22 at 2 28 56 PM"" src=""https://user-images.githubusercontent.com/22962180/61655776-38833580-ac8d-11e9-9b59-1d3cc6114ff9.png"">
<img width=""1167"" alt=""Screen Shot 2019-07-22 at 2 29 07 PM"" src=""https://user-images.githubusercontent.com/22962180/61655777-38833580-ac8d-11e9-8c9f-72d8609b5346.png"">
<img width=""1915"" alt=""Screen Shot 2019-07-23 at 4 15 25 PM"" src=""https://user-images.githubusercontent.com/22962180/61744594-af8bfd00-ad65-11e9-8f0b-718cd1087970.png"">


Feature flags - enable toggle to turn on/off feature - UI ",471247334,3064,Feature flags - enable toggle to turn on/off feature- UI,2019-07-22 18:29:29,2019-07-23 20:29:02,closed,0,nireeshT,,
[],"can anyone help me?

com.baeldung.saas.jira.MyJiraClient main
INFO: This is how you configure Java Logging with SLF4J
Exception in thread ""main"" java.util.concurrent.ExecutionException: RestClientException{statusCode=Optional.absent(), errorCollections=[]}
	at com.google.common.util.concurrent.AbstractFuture$Sync.getValue(AbstractFuture.java:299)
	at com.google.common.util.concurrent.AbstractFuture$Sync.get(AbstractFuture.java:286)
	at com.google.common.util.concurrent.AbstractFuture.get(AbstractFuture.java:116)
	at com.google.common.util.concurrent.ForwardingFuture.get(ForwardingFuture.java:63)
	at com.atlassian.jira.rest.client.internal.async.DelegatingPromise.get(DelegatingPromise.java:108)
	at com.baeldung.saas.jira.MyJiraClient.main(MyJiraClient.java:54)
Caused by: RestClientException{statusCode=Optional.absent(), errorCollections=[]}
	at com.atlassian.jira.rest.client.internal.async.AbstractAsynchronousRestClient$3.apply(AbstractAsynchronousRestClient.java:191)
	at com.atlassian.jira.rest.client.internal.async.AbstractAsynchronousRestClient$3.apply(AbstractAsynchronousRestClient.java:185)
	at com.atlassian.httpclient.api.ResponsePromiseMapFunction.apply(ResponsePromiseMapFunction.java:81)
	at com.atlassian.httpclient.api.ResponsePromiseMapFunction.apply(ResponsePromiseMapFunction.java:11)
	at com.atlassian.util.concurrent.Promises$Of$3.apply(Promises.java:295)
	at com.atlassian.util.concurrent.Promises$2.onSuccess(Promises.java:185)
	at com.google.common.util.concurrent.Futures$6.run(Futures.java:1319)
	at com.google.common.util.concurrent.MoreExecutors$DirectExecutor.execute(MoreExecutors.java:457)
	at com.google.common.util.concurrent.ExecutionList.executeListener(ExecutionList.java:156)
	at com.google.common.util.concurrent.ExecutionList.execute(ExecutionList.java:145)
	at com.google.common.util.concurrent.AbstractFuture.set(AbstractFuture.java:185)
	at com.google.common.util.concurrent.SettableFuture.set(SettableFuture.java:53)
	at com.atlassian.util.concurrent.Promises$Of$3.apply(Promises.java:295)
	at com.atlassian.util.concurrent.Promises$2.onSuccess(Promises.java:185)
	at com.google.common.util.concurrent.Futures$6.run(Futures.java:1319)
	at com.google.common.util.concurrent.MoreExecutors$DirectExecutor.execute(MoreExecutors.java:457)
	at com.google.common.util.concurrent.ExecutionList.executeListener(ExecutionList.java:156)
	at com.google.common.util.concurrent.ExecutionList.execute(ExecutionList.java:145)
	at com.google.common.util.concurrent.AbstractFuture.set(AbstractFuture.java:185)
	at com.google.common.util.concurrent.SettableFuture.set(SettableFuture.java:53)
	at com.atlassian.httpclient.apache.httpcomponents.SettableFuturePromiseHttpPromiseAsyncClient$1$1.run(SettableFuturePromiseHttpPromiseAsyncClient.java:46)
	at com.atlassian.httpclient.apache.httpcomponents.SettableFuturePromiseHttpPromiseAsyncClient$ThreadLocalDelegateRunnable$1.run(SettableFuturePromiseHttpPromiseAsyncClient.java:197)
	at com.atlassian.httpclient.apache.httpcomponents.SettableFuturePromiseHttpPromiseAsyncClient.runInContext(SettableFuturePromiseHttpPromiseAsyncClient.java:90)
	at com.atlassian.httpclient.apache.httpcomponents.SettableFuturePromiseHttpPromiseAsyncClient$ThreadLocalDelegateRunnable.run(SettableFuturePromiseHttpPromiseAsyncClient.java:192)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
	at java.lang.Thread.run(Unknown Source)
Caused by: org.codehaus.jettison.json.JSONException: A JSONArray text must start with '[' at character 7 of ",471031245,3063,Trying to pull the project names from jira-getting below mentioned error,2019-07-22 11:03:24,2019-07-24 08:02:58,open,1,nisargal55,,"514525381 @nisargal55 Please send the collector.properties file Madfish5415
"
[],,470361886,3062,fix for doclint,2019-07-19 14:41:54,2019-07-19 15:21:02,closed,0,rvema,,
[],,469986194,3061,Add documentation for new setting: useProjectId,2019-07-18 20:58:20,2019-07-18 20:59:35,closed,0,andy-scollard,,
[],"Hi Team,

I am trying to post metrics from jenkins server to hygieia api using groovy script (
https://github.com/Hygieia/Hygieia/blob/master/hygieia-jenkins-plugin-alt/src/main/hygieia/HygieiaJenkinsPluginAlt.groovy).

I am getting below error in hygieia api:

2019-07-18 16:38:00,982 ERROR c.c.d.rest.RestApiExceptionHandler - invalid hexadecimal representation of an ObjectId: [32]
java.lang.IllegalArgumentException: invalid hexadecimal representation of an ObjectId: [32]
at org.bson.types.ObjectId.parseHexString(ObjectId.java:519) ~[mongo-java-driver-3.0.2.jar:na]
at org.bson.types.ObjectId.<init>(ObjectId.java:233) ~[mongo-java-driver-3.0.2.jar:na]
at com.capitalone.dashboard.service.BinaryArtifactServiceImpl.create(BinaryArtifactServiceImpl.java:102) ~[classes/:na]
at com.capitalone.dashboard.rest.BinaryArtifactController.create(BinaryArtifactController.java:41) ~[classes/:na]
at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[na:1.8.0_191]

can you please look into this issue.",469869589,3060,Hygieia publisher groovy script issue,2019-07-18 16:30:31,2019-07-19 12:24:50,closed,1,SrinivReddy,,"512894878 @premyadav1 Any thoughts on this error? rvema
"
[],"This closes #3037 by adding a new feature (enabled by default) that will attempt to look up the `customfield` names from Jira based on ""friendly"" names (e.g. Sprint, Epic, Story Points).

Still a work in progress:
- [ ] Validate and test out different custom fields
- [ ] Add tests
- [ ] Update documentation",469523778,3059,Add automatic Jira field lookup feature,2019-07-18 01:16:17,2019-07-24 17:57:57,open,1,edtan," LabelName= work in progress
","514655988 Hi @edtan , Thanks for the PR and your interest! I have assigned the label `work in progress` to this PR. Please remove the label once you are done rvema
"
